Country,Month,Day,Year,Hour,AvgTemperature,Precipitation,Status
Philippines,7,24,2017,1500,28°C,1.4 mm,Heavy rain at times
Philippines,7,24,2017,1800,27°C,0.3 mm,Patchy rain possible
Philippines,7,25,2017,600,27°C,1.3 mm,Heavy rain at times
Philippines,7,25,2017,900,27°C,1.1 mm,Heavy rain at times
Philippines,7,25,2017,1200,27°C,1.5 mm,Moderate or heavy rain shower
Philippines,7,25,2017,1500,27°C,2.2 mm,Moderate or heavy rain shower
Philippines,7,25,2017,1800,27°C,2.3 mm,Moderate or heavy rain shower
Philippines,7,26,2017,600,26°C,1.6 mm,Moderate or heavy rain shower
Philippines,7,26,2017,900,26°C,2.2 mm,Moderate or heavy rain shower
Philippines,7,26,2017,1200,27°C,1.8 mm,Moderate or heavy rain shower
Philippines,7,26,2017,1500,27°C,3.6 mm,Moderate or heavy rain shower
Philippines,7,26,2017,1800,26°C,2.4 mm,Moderate or heavy rain shower
Philippines,7,27,2017,600,27°C,0.6 mm,Moderate rain at times 
Philippines,7,27,2017,900,28°C,0.7 mm,Moderate rain at times 
Philippines,7,27,2017,1200,28°C,1.5 mm,Moderate or heavy rain shower
Philippines,7,27,2017,1500,27°C,0.8 mm,Moderate rain at times 
Philippines,7,27,2017,1800,26°C,0.7 mm,Moderate rain at times 
Philippines,7,28,2017,600,27°C,0.3 mm,Patchy rain possible
Philippines,7,28,2017,900,28°C,2.0 mm,Moderate or heavy rain shower
Philippines,7,28,2017,1200,28°C,1.0 mm,Heavy rain at times
Philippines,7,28,2017,1500,27°C,0.4 mm,Patchy rain possible
Philippines,7,28,2017,1800,27°C,1.1 mm,Heavy rain at times
Philippines,7,29,2017,600,28°C,0.2 mm,Patchy rain possible
Philippines,7,29,2017,900,30°C,0.6 mm,Moderate or heavy rain shower
Philippines,7,29,2017,1200,29°C,0.6 mm,Moderate or heavy rain shower
Philippines,7,29,2017,1500,29°C,0.4 mm,Patchy rain possible
Philippines,7,29,2017,1800,27°C,3.1 mm,Moderate or heavy rain shower
Philippines,7,30,2017,600,27°C,1.0 mm,Heavy rain at times
Philippines,7,30,2017,900,29°C,0.3 mm,Patchy rain possible
Philippines,7,30,2017,1200,30°C,0.2 mm,Patchy rain possible
Philippines,7,30,2017,1500,29°C,0.4 mm,Patchy rain possible
Philippines,7,30,2017,1800,28°C,0.3 mm,Patchy rain possible
Philippines,7,31,2017,600,28°C,0.2 mm,Patchy rain possible
Philippines,7,31,2017,900,30°C,0.3 mm,Patchy rain possible
Philippines,7,31,2017,1200,31°C,0.2 mm,Patchy rain possible
Philippines,7,31,2017,1500,30°C,0.2 mm,Patchy rain possible
Philippines,7,31,2017,1800,28°C,0.3 mm,Patchy rain possible
Philippines,8,1,2017,600,28°C,0.0 mm,Partly cloudy
Philippines,8,1,2017,900,30°C,0.1 mm,Patchy rain possible
Philippines,8,1,2017,1200,31°C,1.5 mm,Moderate or heavy rain shower
Philippines,8,1,2017,1500,30°C,2.3 mm,Moderate or heavy rain shower
Philippines,8,1,2017,1800,28°C,0.5 mm,Moderate rain at times 
Philippines,8,2,2017,600,27°C,1.1 mm,Heavy rain at times
Philippines,8,2,2017,900,28°C,1.8 mm,Moderate or heavy rain shower
Philippines,8,2,2017,1200,29°C,0.3 mm,Patchy rain possible
Philippines,8,2,2017,1500,28°C,0.2 mm,Patchy rain possible
Philippines,8,2,2017,1800,27°C,0.6 mm,Moderate rain at times 
Philippines,8,3,2017,600,27°C,0.6 mm,Moderate rain at times 
Philippines,8,3,2017,900,28°C,0.2 mm,Patchy rain possible
Philippines,8,3,2017,1200,27°C,0.3 mm,Patchy rain possible
Philippines,8,3,2017,1500,27°C,1.7 mm,Moderate or heavy rain shower
Philippines,8,3,2017,1800,27°C,0.2 mm,Patchy rain possible
Philippines,8,4,2017,600,27°C,2.9 mm,Moderate or heavy rain shower
Philippines,8,4,2017,900,28°C,5.5 mm,Moderate or heavy rain shower
Philippines,8,4,2017,1200,27°C,4.7 mm,Moderate or heavy rain shower
Philippines,8,4,2017,1500,27°C,3.4 mm,Moderate or heavy rain shower
Philippines,8,4,2017,1800,27°C,3.3 mm,Moderate or heavy rain shower
Philippines,8,5,2017,600,27°C,0.3 mm,Patchy rain possible
Philippines,8,5,2017,900,29°C,1.0 mm,Heavy rain at times
Philippines,8,5,2017,1200,29°C,0.4 mm,Patchy rain possible
Philippines,8,5,2017,1500,28°C,1.4 mm,Heavy rain at times
Philippines,8,5,2017,1800,27°C,0.3 mm,Patchy rain possible
Philippines,8,6,2017,600,27°C,0.4 mm,Patchy rain possible
Philippines,8,6,2017,900,29°C,0.8 mm,Heavy rain at times
Philippines,8,6,2017,1200,29°C,0.1 mm,Patchy rain possible
Philippines,8,6,2017,1500,30°C,0.0 mm,Clear
Philippines,8,6,2017,1800,28°C,0.0 mm,Clear
Philippines,8,7,2017,600,28°C,0.1 mm,Patchy rain possible
Philippines,8,7,2017,900,30°C,0.1 mm,Patchy rain possible
Philippines,8,7,2017,1200,30°C,0.2 mm,Patchy rain possible
Philippines,8,7,2017,1500,30°C,0.0 mm,Clear
Philippines,8,7,2017,1800,28°C,0.0 mm,Clear
Philippines,8,8,2017,600,27°C,0.0 mm,Clear
Philippines,8,8,2017,900,30°C,0.0 mm,Clear
Philippines,8,8,2017,1200,31°C,0.0 mm,Clear
Philippines,8,8,2017,1500,30°C,0.2 mm,Patchy rain possible
Philippines,8,8,2017,1800,28°C,0.0 mm,Clear
Philippines,8,9,2017,600,27°C,0.0 mm,Clear
Philippines,8,9,2017,900,30°C,0.0 mm,Clear
Philippines,8,9,2017,1200,31°C,0.0 mm,Clear
Philippines,8,9,2017,1500,30°C,0.0 mm,Clear
Philippines,8,9,2017,1800,28°C,0.0 mm,Clear
Philippines,8,10,2017,600,28°C,0.4 mm,Patchy rain possible
Philippines,8,10,2017,900,30°C,0.0 mm,Clear
Philippines,8,10,2017,1200,30°C,0.0 mm,Clear
Philippines,8,10,2017,1500,31°C,0.0 mm,Clear
Philippines,8,10,2017,1800,28°C,0.0 mm,Clear
Philippines,8,11,2017,600,28°C,0.0 mm,Clear
Philippines,8,11,2017,900,31°C,0.0 mm,Clear
Philippines,8,11,2017,1200,32°C,0.0 mm,Clear
Philippines,8,11,2017,1500,30°C,0.7 mm,Moderate rain at times
Philippines,8,11,2017,1800,28°C,0.7 mm,Moderate rain at times
Philippines,8,12,2017,600,28°C,0.0 mm,Clear
Philippines,8,12,2017,900,30°C,0.0 mm,Clear
Philippines,8,12,2017,1200,32°C,0.0 mm,Clear
Philippines,8,12,2017,1500,32°C,0.1 mm,Patchy rain possible
Philippines,8,12,2017,1800,29°C,4.2 mm,Moderate or heavy rain shower
Philippines,8,13,2017,600,27°C,0.0 mm,Partly cloudy
Philippines,8,13,2017,900,29°C,0.0 mm,Partly cloudy
Philippines,8,13,2017,1200,30°C,0.0 mm,Partly cloudy
Philippines,8,13,2017,1500,30°C,0.0 mm,Partly cloudy
Philippines,8,13,2017,1800,28°C,1.9 mm,Moderate or heavy rain shower
Philippines,8,14,2017,600,27°C,0.0 mm,Clear
Philippines,8,14,2017,900,29°C,0.0 mm,Partly cloudy
Philippines,8,14,2017,1200,30°C,0.0 mm,Partly cloudy
Philippines,8,14,2017,1500,30°C,1.0 mm,Heavy rain at times
Philippines,8,14,2017,1800,28°C,0.2 mm,Patchy rain possible
Philippines,8,15,2017,600,27°C,0.0 mm,Clear
Philippines,8,15,2017,900,30°C,0.0 mm,Clear
Philippines,8,15,2017,1200,32°C,0.0 mm,Clear
Philippines,8,15,2017,1500,32°C,0.1 mm,Patchy rain possible
Philippines,8,15,2017,1800,29°C,0.1 mm,Patchy rain possible
Philippines,8,16,2017,600,27°C,0.0 mm,Clear
Philippines,8,16,2017,900,30°C,0.2 mm,Patchy rain possible
Philippines,8,16,2017,1200,31°C,0.0 mm,Clear
Philippines,8,16,2017,1500,30°C,0.0 mm,Clear
Philippines,8,16,2017,1800,28°C,0.3 mm,Patchy rain possible
Philippines,8,17,2017,600,27°C,0.0 mm,Clear
Philippines,8,17,2017,900,29°C,0.0 mm,Clear
Philippines,8,17,2017,1200,31°C,0.0 mm,Clear
Philippines,8,17,2017,1500,31°C,0.0 mm,Clear
Philippines,8,17,2017,1800,28°C,0.0 mm,Partly cloudy
Philippines,8,18,2017,600,27°C,0.0 mm,Partly cloudy
Philippines,8,18,2017,900,30°C,0.0 mm,Partly cloudy
Philippines,8,18,2017,1200,32°C,0.0 mm,Clear
Philippines,8,18,2017,1500,31°C,2.0 mm,Moderate or heavy rain shower
Philippines,8,18,2017,1800,29°C,2.7 mm,Moderate or heavy rain shower
Philippines,8,19,2017,600,27°C,0.0 mm,Partly cloudy
Philippines,8,19,2017,900,30°C,1.6 mm,Moderate or heavy rain shower
Philippines,8,19,2017,1200,29°C,0.1 mm,Patchy rain possible
Philippines,8,19,2017,1500,29°C,5.1 mm,Moderate or heavy rain shower
Philippines,8,19,2017,1800,27°C,3.3 mm,Moderate or heavy rain shower
Philippines,8,20,2017,600,27°C,0.1 mm,Patchy rain possible
Philippines,8,20,2017,900,29°C,0.1 mm,Patchy rain possible
Philippines,8,20,2017,1200,29°C,2.2 mm,Moderate or heavy rain shower
Philippines,8,20,2017,1500,28°C,1.0 mm,Patchy rain possible
Philippines,8,20,2017,1800,27°C,0.5 mm,Patchy rain possible
Philippines,8,21,2017,600,27°C,0.0 mm,Partly cloudy
Philippines,8,21,2017,900,29°C,0.2 mm,Patchy rain possible
Philippines,8,21,2017,1200,29°C,3.3 mm,Moderate or heavy rain shower
Philippines,8,21,2017,1500,27°C,2.0 mm,Moderate or heavy rain shower
Philippines,8,21,2017,1800,27°C,1.4 mm,Heavy rain at times
Philippines,8,22,2017,600,28°C,0.5 mm,Moderate rain at times
Philippines,8,22,2017,900,28°C,1.4 mm,Heavy rain at times
Philippines,8,22,2017,1200,28°C,2.2 mm,Moderate or heavy rain shower
Philippines,8,22,2017,1500,27°C,2.1 mm,Moderate or heavy rain shower
Philippines,8,22,2017,1800,27°C,0.7 mm,Moderate rain at times
Philippines,8,23,2017,600,26°C,0.0 mm,Partly cloudy
Philippines,8,23,2017,900,29°C,0.1 mm,Patchy rain possible
Philippines,8,23,2017,1200,30°C,0.1 mm,Patchy rain possible
Philippines,8,23,2017,1500,29°C,1.4 mm,Heavy rain at times
Philippines,8,23,2017,1800,27°C,0.8 mm,Moderate rain at times
Philippines,8,24,2017,600,27°C,0.0 mm,Partly cloudy
Philippines,8,24,2017,900,28°C,0.0 mm,Partly cloudy
Philippines,8,24,2017,1200,28°C,0.0 mm,Partly cloudy
Philippines,8,24,2017,1500,28°C,0.3 mm,Patchy rain possible
Philippines,8,24,2017,1800,26°C,0.0 mm,Cloudy
Philippines,8,25,2017,600,26°C,1.8 mm,Moderate or heavy rain shower
Philippines,8,25,2017,900,27°C,1.6 mm,Moderate or heavy rain shower
Philippines,8,25,2017,1200,27°C,5.2 mm,Moderate or heavy rain shower
Philippines,8,25,2017,1500,26°C,5.6 mm,Moderate or heavy rain shower
Philippines,8,25,2017,1800,26°C,2.9 mm,Moderate or heavy rain shower
Philippines,8,26,2017,600,26°C,1.7 mm,Moderate or heavy rain shower
Philippines,8,26,2017,900,28°C,0.4 mm,Patchy rain possible
Philippines,8,26,2017,1200,29°C,0.0 mm,Partly cloudy
Philippines,8,26,2017,1500,29°C,0.0 mm,Partly cloudy
Philippines,8,26,2017,1800,27°C,0.2 mm,Patchy rain possible
Philippines,8,27,2017,600,26°C,0.1 mm,Patchy rain possible
Philippines,8,27,2017,900,30°C,0.0 mm,Clear
Philippines,8,27,2017,1200,31°C,0.0 mm,Clear
Philippines,8,27,2017,1500,31°C,0.0 mm,Clear
Philippines,8,27,2017,1800,27°C,0.0 mm,Clear
Philippines,8,28,2017,600,27°C,0.0 mm,Clear
Philippines,8,28,2017,900,31°C,0.0 m,Clear
Philippines,8,28,2017,1200,31°C,0.0 mm,Clear
Philippines,8,28,2017,1500,29°C,2.1 mm,Moderate or heavy rain shower
Philippines,8,28,2017,1800,27°C,0.5 mm,Moderate rain at times
Philippines,8,29,2017,600,27°C,0.0 mm,Clear
Philippines,8,29,2017,900,30°C,0.1 mm,Patchy rain possible
Philippines,8,29,2017,1200,30°C,0.0 mm,Clear
Philippines,8,29,2017,1500,30°C,1.3 mm,Heavy rain at times
Philippines,8,29,2017,1800,27°C,2.0 mm,Moderate or heavy rain shower
Philippines,8,30,2017,600,27°C,0.0 mm,Partly cloudy
Philippines,8,30,2017,900,29°C,0.1 mm,Patchy rain possible
Philippines,8,30,2017,1200,29°C,0.4 mm,Patchy rain possible
Philippines,8,30,2017,1500,28°C,1.0 mm,Heavy rain at times
Philippines,8,30,2017,1800,28°C,1.4 mm,Heavy rain at times
Philippines,8,31,2017,600,27°C,0.1 mm,Patchy rain possible
Philippines,8,31,2017,900,29°C,1.7 mm,Moderate or heavy rain shower
Philippines,8,31,2017,1200,28°C,1.1 mm,Heavy rain at times
Philippines,8,31,2017,1500,28°C,0.5 mm,Moderate rain at times
Philippines,8,31,2017,1800,27°C,0.3 mm,Patchy rain possible
Philippines,9,1,2017,600,27°C,0.1 mm,Patchy rain possible
Philippines,9,1,2017,900,29°C,0.2 mm,Patchy rain possible
Philippines,9,1,2017,1200,30°C,0.2 mm,Patchy rain possible
Philippines,9,1,2017,1500,30°C,0.3 mm,Patchy rain possible
Philippines,9,1,2017,1800,27°C,0.3 mm,Patchy rain possible
Philippines,9,2,2017,600,28°C,0.3 mm,Patchy rain possible
Philippines,9,2,2017,900,30°C,0.0 mm,Clear
Philippines,9,2,2017,1200,30°C,0.2 mm,Patchy rain possible
Philippines,9,2,2017,1500,30°C,0.1 mm,Patchy rain possible
Philippines,9,2,2017,1800,28°C,0.1 mm,Patchy rain possible
Philippines,9,3,2017,600,28°C,0.0 mm,Clear
Philippines,9,3,2017,900,31°C,0.0 mm,Clear
Philippines,9,3,2017,1200,32°C,0.0 mm,Clear
Philippines,9,3,2017,1500,30°C,0.0 mm,Clear
Philippines,9,3,2017,1800,28°C,0.0 mm,Partly cloudy
Philippines,9,4,2017,600,27°C,1.6 mm,Moderate or heavy rain shower
Philippines,9,4,2017,900,30°C,0.0 mm,Clear
Philippines,9,4,2017,1200,29°C,0.2 mm,Patchy rain possible
Philippines,9,4,2017,1500,28°C,0.7 mm,Moderate rain at times
Philippines,9,4,2017,1800,27°C,0.0 mm,Partly cloudy
Philippines,9,5,2017,600,27°C,0.3 mm,Patchy rain possible
Philippines,9,5,2017,900,28°C,0.1 mm,Patchy rain possible
Philippines,9,5,2017,1200,28°C,0.1 mm,Patchy rain possible
Philippines,9,5,2017,1500,28°C,1.5 mm,Moderate or heavy rain shower
Philippines,9,5,2017,1800,26°C,0.0 mm,Cloudy
Philippines,9,6,2017,600,27°C,0.0 mm,Partly cloudy
Philippines,9,6,2017,900,29°C,0.0 mm,Clear
Philippines,9,6,2017,1200,30°C,0.0 mm,Clear
Philippines,9,6,2017,1500,30°C,0.0 mm,Clear
Philippines,9,6,2017,1800,27°C,0.0 mm,Clear
Philippines,9,7,2017,600,28°C,0.0 mm,Clear
Philippines,9,7,2017,900,31°C,0.0 mm,Clear
Philippines,9,7,2017,1200,31°C,0.0 mm,Clear
Philippines,9,7,2017,1500,31°C,0.0 mm,Clear
Philippines,9,7,2017,1800,28°C,0.0 mm,Clear
Philippines,9,8,2017,600,27°C,0.0 mm,Clear
Philippines,9,8,2017,900,30°C,0.0 mm,Clear
Philippines,9,8,2017,1200,32°C,0.0 mm,Clear
Philippines,9,8,2017,1500,32°C,0.0 mm,Clear
Philippines,9,8,2017,1800,28°C,0.0 mm,Clear
Philippines,9,9,2017,600,27°C,0.0 mm,Clear
Philippines,9,9,2017,900,30°C,0.0 mm,Clear
Philippines,9,9,2017,1200,31°C,0.0 mm,Clear
Philippines,9,9,2017,1500,30°C,1.1 mm,Heavy rain at times
Philippines,9,9,2017,1800,27°C,1.7 mm,Moderate or heavy rain shower
Philippines,9,10,2017,600,27°C,0.0 mm,Clear
Philippines,9,10,2017,900,30°C,0.0 mm,Clear
Philippines,9,10,2017,1200,31°C,0.0 mm,Clear
Philippines,9,10,2017,1500,31°C,0.1 mm,Patchy rain possible
Philippines,9,10,2017,1800,27°C,0.8 mm,Moderate rain at times
Philippines,9,11,2017,600,27°C,0.5 mm,Moderate rain at times
Philippines,9,11,2017,900,27°C,0.2 mm,Patchy rain possible
Philippines,9,11,2017,1200,27°C,0.3 mm,Patchy rain possible
Philippines,9,11,2017,1500,26°C,0.6 mm,Moderate rain at times
Philippines,9,11,2017,1800,26°C,0.2 mm,Patchy rain possible
Philippines,9,12,2017,600,26°C,7.8 mm,Moderate or heavy rain shower
Philippines,9,12,2017,900,26°C,15.6 mm,Moderate or heavy rain shower
Philippines,9,12,2017,1200,26°C,12.5 mm,Moderate or heavy rain shower
Philippines,9,12,2017,1500,26°C,9.3 mm,Moderate or heavy rain shower
Philippines,9,12,2017,1800,26°C,6.1 mm,Moderate or heavy rain shower
Philippines,9,13,2017,600,27°C,1.0 mm,Heavy rain at times
Philippines,9,13,2017,900,28°C,2.4 mm,Moderate or heavy rain shower
Philippines,9,13,2017,1200,29°C,1.3 mm,Heavy rain at times
Philippines,9,13,2017,1500,29°C,0.2 mm,Heavy rain at times
Philippines,9,13,2017,1800,27°C,0.7 mm,Moderate rain at times
Philippines,9,14,2017,600,27°C,0.0 mm,Clear
Philippines,9,14,2017,900,30°C,0.0 mm,Partly cloudy
Philippines,9,14,2017,1200,30°C,0.0 mm,Partly cloudy
Philippines,9,14,2017,1500,29°C,0.2 mm,Patchy rain possible
Philippines,9,14,2017,1800,27°C,1.0 mm,Heavy rain at times
Philippines,9,15,2017,600,26°C,2.2 mm,Moderate or heavy rain shower
Philippines,9,15,2017,900,29°C,0.0 mm,Partly cloudy
Philippines,9,15,2017,1200,30°C,0.0 mm,Clear
Philippines,9,15,2017,1500,30°C,0.0 mm,Clear
Philippines,9,15,2017,1800,27°C,0.0 mm,Clear
Philippines,9,16,2017,600,27°C,0.0 mm,Clear
Philippines,9,16,2017,900,30°C,0.0 mm,Clear
Philippines,9,16,2017,1200,31°C,0.0 mm,Clear
Philippines,9,16,2017,1500,30°C,0.0 mm,Clear
Philippines,9,16,2017,1800,27°C,0.0 mm,Clear
Philippines,9,17,2017,600,27°C,0.1 mm,Patchy rain possible
Philippines,9,17,2017,900,30°C,1.1 mm,Patchy rain possible
Philippines,9,17,2017,1200,30°C,0.8 mm,Patchy rain possible
Philippines,9,17,2017,1500,29°C,2.6 mm,Moderate or heavy rain shower
Philippines,9,17,2017,1800,27°C,0.0 mm,Clear
Philippines,9,18,2017,600,27°C,0.0 mm,Partly cloudy
Philippines,9,18,2017,900,30°C,0.0 mm,Partly cloudy
Philippines,9,18,2017,1200,30°C,1.0 mm,Heavy rain at times
Philippines,9,18,2017,1500,29°C,2.5 mm,Moderate or heavy rain shower
Philippines,9,18,2017,1800,27°C,0.8 mm,Moderate or heavy rain shower
Philippines,9,19,2017,600,27°C,0.2 mm,Patchy rain possible
Philippines,9,19,2017,900,29°C,0.1 mm,Patchy rain possible
Philippines,9,19,2017,1200,30°C,0.0 mm,Partly cloudy
Philippines,9,19,2017,1500,30°C,1.1 mm,Heavy rain at times
Philippines,9,19,2017,1800,27°C,0.4 mm,Patchy rain possible
Philippines,9,20,2017,600,27°C,0.1 mm,Patchy rain possible
Philippines,9,20,2017,900,29°C,0.0 mm,Clear
Philippines,9,20,2017,1200,29°C,0.0 mm,Partly cloudy
Philippines,9,20,2017,1500,28°C,0.4 mm,Patchy rain possible
Philippines,9,20,2017,1800,26°C,0.0 mm,Partly cloudy
Philippines,9,21,2017,600,27°C,0.1 mm,Patchy rain possible
Philippines,9,21,2017,900,29°C,0.0 mm,Clear
Philippines,9,21,2017,1200,30°C,0.0 mm,Partly cloudy
Philippines,9,21,2017,1500,30°C,1.6 mm,Moderate or heavy rain shower
Philippines,9,21,2017,1800,27°C,0.0 mm,Clear
Philippines,9,22,2017,600,27°C,0.5 mm,Moderate rain at times
Philippines,9,22,2017,900,29°C,0.0 mm,Clear
Philippines,9,22,2017,1200,30°C,0.0 mm,Partly cloudy
Philippines,9,22,2017,1500,29°C,1.3 mm,Heavy rain at times
Philippines,9,22,2017,1800,27°C,5.1 mm,Moderate or heavy rain shower
Philippines,9,23,2017,600,27°C,3.0 mm,Moderate or heavy rain shower
Philippines,9,23,2017,900,27°C,5.8 mm,Moderate or heavy rain shower
Philippines,9,23,2017,1200,27°C,2.9 mm,Moderate or heavy rain shower
Philippines,9,23,2017,1500,27°C,0.2 mm,Patchy rain possible
Philippines,9,23,2017,1800,26°C,0.0 mm,Cloudy
Philippines,9,24,2017,600,26°C,0.0 mm,Clear
Philippines,9,24,2017,900,31°C,0.0 mm,Clear
Philippines,9,24,2017,1200,31°C,0.0 mm,Clear
Philippines,9,24,2017,1500,31°C,0.0 mm,Clear
Philippines,9,24,2017,1800,28°C,0.0 mm,Clear
Philippines,9,25,2017,600,27°C,0.2 mm,Patchy rain possible
Philippines,9,25,2017,900,30°C,0.0 mm,Partly cloudy
Philippines,9,25,2017,1200,29°C,1.1 mm,Heavy rain at times
Philippines,9,25,2017,1500,28°C,2.0 mm,Moderate or heavy rain shower
Philippines,9,25,2017,1800,26°C,2.2 mm,Moderate or heavy rain shower
Philippines,9,26,2017,600,26°C,1.3 mm,Heavy rain at times
Philippines,9,26,2017,900,27°C,1.2 mm,Heavy rain at times
Philippines,9,26,2017,1200,28°C,0.2 mm,Patchy rain possible
Philippines,9,26,2017,1500,27°C,1.9 mm,Moderate or heavy rain shower
Philippines,9,26,2017,1800,26°C,1.9 mm,Moderate or heavy rain shower
Philippines,9,27,2017,600,27°C,0.0 mm,Partly cloudy
Philippines,9,27,2017,900,29°C,0.0 mm,Partly cloudy
Philippines,9,27,2017,1200,30°C,0.0 mm,Partly cloudy
Philippines,9,27,2017,1500,30°C,0.0 mm,Partly cloudy
Philippines,9,27,2017,1800,28°C,0.0 mm,Clear
Philippines,9,28,2017,600,27°C,0.0 mm,Partly cloudy
Philippines,9,28,2017,900,30°C,0.0 mm,Cloudy
Philippines,9,28,2017,1200,30°C,0.2 mm,Patchy rain possible
Philippines,9,28,2017,1500,28°C,0.3 mm,Patchy rain possible
Philippines,9,28,2017,1800,27°C,0.4 mm,Patchy rain possible
Philippines,9,29,2017,600,27°C,0.1 mm,Patchy rain possible
Philippines,9,29,2017,900,29°C,0.0 mm,Clear
Philippines,9,29,2017,1200,29°C,0.1 mm,Patchy rain possible
Philippines,9,29,2017,1500,28°C,0.3 mm,Patchy rain possible
Philippines,9,29,2017,1800,27°C,0.9 mm,Moderate rain at times
Philippines,9,30,2017,600,26°C,0.7 mm,Moderate rain at times
Philippines,9,30,2017,900,28°C,0.5 mm,Moderate rain at times
Philippines,9,30,2017,1200,28°C,0.3 mm,Patchy rain possible
Philippines,9,30,2017,1500,26°C,5.2 mm,Moderate or heavy rain shower
Philippines,9,30,2017,1800,26°C,2.1 mm,Moderate or heavy rain shower
Philippines,10,1,2017,600,27°C,0.0 mm,Partly cloudy
Philippines,10,1,2017,900,29°C,0.0 mm,Partly cloudy
Philippines,10,1,2017,1200,29°C,0.1 mm,Patchy rain possible
Philippines,10,1,2017,1500,29°C,0.4 mm,Patchy rain possible
Philippines,10,1,2017,1800,27°C,0.2 mm,Patchy rain possible
Philippines,10,2,2017,600,27°C,0.0 mm,Partly cloudy
Philippines,10,2,2017,900,30°C,0.0 mm,Clear
Philippines,10,2,2017,1200,30°C,0.0 mm,Clear
Philippines,10,2,2017,1500,30°C,0.4 mm,Patchy rain possible
Philippines,10,2,2017,1800,27°C,1.3 mm,Patchy rain possible
Philippines,10,3,2017,600,26°C,0.1 mm,Patchy rain possible
Philippines,10,3,2017,900,29°C,0.0 mm,Partly cloudy
Philippines,10,3,2017,1200,30°C,0.0 mm,Clear
Philippines,10,3,2017,1500,29°C,1.3 mm,Heavy rain at times
Philippines,10,3,2017,1800,26°C,3.2 mm,Moderate or heavy rain shower
Philippines,10,4,2017,600,27°C,0.0 mm,Clear
Philippines,10,4,2017,900,29°C,0.0 mm,Clear
Philippines,10,4,2017,1200,30°C,0.0 mm,Clear
Philippines,10,4,2017,1500,30°C,1.2 mm,Heavy rain at times
Philippines,10,4,2017,1800,27°C,0.4 mm,Patchy rain possible
Philippines,10,5,2017,600,27°C,0.0 mm,Partly cloudy
Philippines,10,5,2017,900,29°C,0.0 mm,Partly cloudy
Philippines,10,5,2017,1200,30°C,1.4 mm,Heavy rain at times
Philippines,10,5,2017,1500,29°C,2.0 mm,Moderate or heavy rain shower
Philippines,10,5,2017,1800,27°C,0.1 mm,Patchy rain possible
Philippines,10,6,2017,600,26°C,0.0 mm,Clear
Philippines,10,6,2017,900,27°C,0.0 mm,Clear
Philippines,10,6,2017,1200,28°C,0.0 mm,Clear
Philippines,10,6,2017,1500,28°C,0.6 mm,Moderate rain at times
Philippines,10,6,2017,1800,26°C,0.0 mm,Clear
Philippines,10,7,2017,600,27°C,0.0 mm,Clear
Philippines,10,7,2017,900,30°C,0.0 mm,Clear
Philippines,10,7,2017,1200,31°C,0.0 mm,Clear
Philippines,10,7,2017,1500,30°C,0.0 mm,Partly cloudy
Philippines,10,7,2017,1800,27°C,0.9 mm,Moderate rain at times
Philippines,10,8,2017,600,27°C,0.0 mm,Partly cloudy
Philippines,10,8,2017,900,29°C,0.3 mm,Patchy rain possible
Philippines,10,8,2017,1200,28°C,1.9 mm,Moderate or heavy rain shower
Philippines,10,8,2017,1500,28°C,0.3 mm,Patchy rain possible
Philippines,10,8,2017,1800,27°C,0.4 mm,Patchy rain possible
Philippines,10,9,2017,600,27°C,0.0 mm,Partly cloudy
Philippines,10,9,2017,900,29°C,0.0 mm,Partly cloudy
Philippines,10,9,2017,1200,28°C,0.3 mm,Patchy rain possible
Philippines,10,9,2017,1500,28°C,0.2 mm,Patchy rain possible
Philippines,10,9,2017,1800,26°C,0.5 mm,Moderate rain at times
Philippines,10,10,2017,600,26°C,0.0 mm,Clear
Philippines,10,10,2017,900,28°C,0.0 mm,Clear
Philippines,10,10,2017,1200,29°C,0.0 mm,Partly cloudy
Philippines,10,10,2017,1500,28°C,1.2 mm,Heavy rain at times
Philippines,10,10,2017,1800,26°C,0.7 mm,Heavy rain at times
Philippines,10,11,2017,600,27°C,0.2 mm,Patchy rain possible
Philippines,10,11,2017,900,29°C,1.4 mm,Heavy rain at times
Philippines,10,11,2017,1200,29°C,1.2 mm,Heavy rain at times
Philippines,10,11,2017,1500,28°C,0.1 mm,Patchy rain possible
Philippines,10,11,2017,1800,27°C,0.2 mm,Patchy rain possible
Philippines,10,12,2017,600,28°C,0.1 mm,Patchy rain possible
Philippines,10,12,2017,900,29°C,0.2 mm,Patchy rain possible
Philippines,10,12,2017,1200,29°C,0.9 mm,Heavy rain at times
Philippines,10,12,2017,1500,28°C,2.5 mm,Moderate or heavy rain shower
Philippines,10,12,2017,1800,27°C,0.2 mm,Patchy rain possible
Philippines,10,13,2017,600,28°C,0.5 mm,Moderate rain at times
Philippines,10,13,2017,900,29°C,0.8 mm,Moderate rain at times
Philippines,10,13,2017,1200,28°C,1.7 mm,Moderate or heavy rain shower
Philippines,10,13,2017,1500,28°C,0.4 mm,Patchy rain possible
Philippines,10,13,2017,1800,27°C,1.1 mm,Moderate rain at times
Philippines,10,14,2017,600,27°C,3.0 mm,Moderate or heavy rain shower
Philippines,10,14,2017,900,29°C,2.4 mm,Moderate or heavy rain shower
Philippines,10,14,2017,1200,28°C,4.2 mm,Moderate or heavy rain shower
Philippines,10,14,2017,1500,27°C,1.4 mm,Heavy rain at times
